NOME_IES	NOME_ESPECIALIZACAO	Area_Conhecimento	CARGA_HORARIA	DURACAO_MESES	MODALIDADE	VAGAS	MUNICIPIO	UF	REGIAO	SITUACAO	Categoria_IES
FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	Linguagens, Cultura, Educação e Tecnologias	Artes e humanidades	360	18	Educação Presencial	63	Palmas	TO	NORTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE LONDRINA	Engenharia de Software	Negócios, administração e direito	390	18	Educação Presencial	40	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL FLUMINENSE	ENFERMAGEM OBSTÉTRICA	Saúde e bem-estar	705	24	Educação Presencial	20	Niterói	RJ	SUDESTE	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	Sociedade, Gesta&#771;o Democrática e Trabalho Docente	Artes e humanidades	360	18	Educação a Distância	52	Palmas	TO	NORTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE LONDRINA	MBA em Gestão de Marketing e Mídias Digitais	Negócios, administração e direito	450	18	Educação Presencial	40	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL	Doenças Parasitárias e  Meio Ambiente	Ciências naturais, matemática e estatística	360	15	Educação Presencial	40	Arapiraca	AL	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	Comunicação e Cultura Política	Negócios, administração e direito	360	12	Educação Presencial	40	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	Direção de Arte: Design e Comunicação	Negócios, administração e direito	360	18	Educação Presencial	30	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	Política e Gestão da Educação	Educação	360	18	Educação Presencial	30	Londrina	PR	SUL	Ativo	Pública Estadual
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS	Educação e Tecnologias: Produção e Uso de Tecnologias para a Educação	Educação	420	12	Educação a Distância	500	Montes Claros	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DA BAHIA	Ensino de Sociologia no Ensino Médio	Educação	374	20	Educação a Distância	280	Salvador	BA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA	Gestão em Saúde	Saúde e bem-estar	390	18	Educação a Distância	120	Foz do Iguaçu	PR	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	NEUROLOGIA INFANTIL	Saúde e bem-estar	492	24	Educação Presencial	1	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Capacitação em Ortopedia e Traumatologia para Médicos Estrangeiros	Saúde e bem-estar	360	12	Educação Presencial	1	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	EDUCAÇÃO SOCIOAMBIENTAL E SUSTENTABILIDADE	Ciências sociais, comunicação e informação	360	18	Educação Presencial	45	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO OESTE DA BAHIA	PRODUÇÃO AUDIOVISUAL	Artes e humanidades	450	16	Educação Presencial	20	Santa Maria da Vitória	BA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO OESTE DA BAHIA	GESTÃO DA INOVAÇÃO TECNOLÓGICA E SOCIAL	Negócios, administração e direito	420	23	Educação Presencial	30	Barreiras	BA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO OESTE DA BAHIA	ENGENHARIA INDUSTRIAL E DE SISTEMAS - EEIS/CE-LEM	Engenharia, produção e construção	420	16	Educação Presencial	20	Luís Eduardo Magalhães	BA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA	Gestão da Inovação e Desenvolvimento Regional	Ciências sociais, comunicação e informação	493	24	Educação Presencial	40	Cruz das Almas	BA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	Interdisciplinar em Saúde Estética e Cosmética	Saúde e bem-estar	400	15	Educação a Distância	150	Santos	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE SANTA CRUZ	Epistemologia e Fenomenologia	Artes e humanidades	360	18	Educação Presencial	30	Ilhéus	BA	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE SERGIPE	Residência Multiprofissional em Ciências Agrárias	Agricultura, silvicultura, pesca e veterinária	180	6	Educação Presencial	30	São Cristóvão	SE	NORDESTE	Ativo	Pública Federal
Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano	Manejo de solo e água	Agricultura, silvicultura, pesca e veterinária	375	18	Educação Presencial	25	Petrolina	PE	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA	Especialização em Ciências Policiais com foco na atuação da Polícia Judiciária	Ciências sociais, comunicação e informação	460	6	Educação Presencial	40	Brasília	DF	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE SANTA CRUZ	Gestão Cultural	Artes e humanidades	360	24	Educação Presencial	40	Ilhéus	BA	NORDESTE	Ativo	Pública Estadual
INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA	Ensino de Ciências e Matemática para o Ensino Fundamental	Artes e humanidades	400	18	Educação Presencial	40	Brasília	DF	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE SANTA CRUZ	Planejamento de Cidades	Negócios, administração e direito	390	18	Educação Presencial	35	Ilhéus	BA	NORDESTE	Ativo	Pública Estadual
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO	Metodologias e Práticas para o Ensino Fundamental	Educação	480	18	Educação a Distância	151	Nova Venécia	ES	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SANTA CATARINA	Atenção à Saúde de Pessoas com Sobrepeso e Obesidade	Saúde e bem-estar	375	11	Educação a Distância	350	Florianópolis	SC	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SANTA CATARINA	Inovação e Empreendedorismo	Negócios, administração e direito	360	17	Educação Presencial	33	Florianópolis	SC	SUL	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA	Governança Territorial para o Desenvolvimento Sustentável	Saúde e bem-estar	360	6	Educação Presencial	40	Brasília	DF	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA	Educação e Interdisciplinaridades	Educação	374	18	Educação Presencial	20	Amargosa	BA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA	História e Cultura Afro-Brasileira e Africana	Artes e humanidades	680	18	Educação Presencial	50	Cachoeira	BA	NORDESTE	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	Gestão Estratégica da Inovação e Política de C&T	Negócios, administração e direito	390	16	Educação Presencial	50	Palmas	TO	NORTE	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	MBA em Gesta&#771;o Hospitalar em Cooperativas de Saúde	Negócios, administração e direito	420	18	Educação Presencial	50	Araguaína	TO	NORTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO	Gestão de recursos Naturais	Ciências naturais, matemática e estatística	360	16	Educação Presencial	50	Imperatriz	MA	NORDESTE	Ativo	Pública Estadual
FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC	Educação Especial e Inclusiva	Educação	630	24	Educação a Distância	300	Santo André	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO	Metodologia do Ensino Superior	Educação	450	17	Educação Presencial	50	Imperatriz	MA	NORDESTE	Ativo	Pública Estadual
FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	MBA em Gesta&#771;o Hospitalar em Cooperativas de Saúde	Negócios, administração e direito	420	18	Educação Presencial	50	Araguaína	TO	NORTE	Ativo	Pública Federal
Universidade Estadual do Norte do Paraná	Residência em Reabilitação Física	Saúde e bem-estar	720	24	Educação Presencial	3	Jacarezinho	PR	SUL	Ativo	Pública Estadual
Universidade Estadual do Norte do Paraná	Ensino da Língua Portuguesa	Artes e humanidades	540	18	Educação Presencial	150	Cornélio Procópio	PR	SUL	Ativo	Pública Estadual
Universidade Estadual do Norte do Paraná	Ensino da Língua Portuguesa	Artes e humanidades	540	18	Educação Presencial	150	Jacarezinho	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO PIAUÍ	Docência na Escola de Tempo Integral	Educação	465	18	Educação Presencial	200	Bom Jesus	PI	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO PIAUÍ	Docência na Escola de Tempo Integral	Educação	465	18	Educação Presencial	200	Parnaíba	PI	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO PIAUÍ	Docência na Escola de Tempo Integral	Educação	465	18	Educação Presencial	200	Picos	PI	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO PIAUÍ	Docência na Escola de Tempo Integral	Educação	465	18	Educação Presencial	200	Teresina	PI	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS	Engenharia de Produção e Sistemas	Engenharia, produção e construção	390	18	Educação Presencial	25	Araguaína	TO	NORTE	Ativo	Pública Federal
Instituto de Ensino de Segurança do Pará	O curso visa aprimorar as competências e habilidades dos gestores sobre as teorias e ferramentas da gestão estratégica orientada por resultados  no se	Negócios, administração e direito	480	10	Educação Presencial	45	Marituba	PA	NORTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DA PARAÍBA	Logoterapia e saúde da família	Saúde e bem-estar	405	22	Educação Presencial	60	Campina Grande	PB	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DA PARAÍBA	Contabilidade e Gestão de Negócios	Negócios, administração e direito	460	18	Educação Presencial	30	Campina Grande	PB	NORDESTE	Ativo	Pública Estadual
FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC	Especialização em História, Ciências, Ensino e Sociedade	Educação	380	24	Educação a Distância	40	Santo André	SP	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS	Políticas e Estratégias Nacionais	Ciências sociais, comunicação e informação	360	12	Educação Presencial	60	Paraíso do Tocantins	TO	NORTE	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC	Formação das Infâncias em Territórios Periféricos	Educação	408	18	Educação Presencial	80	Santo André	SP	SUDESTE	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	Serviço Social e Política Social	Ciências sociais, comunicação e informação	408	24	Educação Presencial	30	Miracema do Tocantins	TO	NORTE	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO	Tecnologias de Baixa Emissão de Carbono Fortalecendo a Convivência com o Semiárido	Agricultura, silvicultura, pesca e veterinária	450	18	Educação Presencial	400	Petrolina	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE SANTA CRUZ	CONTABILIDADE GERENCIAL E ADMINISTRAÇÃO FINANCEIRA	Negócios, administração e direito	450	18	Educação Presencial	40	Ilhéus	BA	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO	Educação Especial com ênfase no Transtorno do Espectro Autista (TEA)	Educação	414	18	Educação a Distância	180	São Paulo	SP	SUDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO PARÁ	GESTÃO E PLANEJAMENTO DA EDUCAÇÃO - Versão II	Educação	405	15	Educação Presencial	40	Cametá	PA	NORTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE	Docência  para a Educação Profissional e Tecnológica	Educação	480	12	Educação a Distância	439	Passo Fundo	RS	SUL	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	Gestão em Tecnologia da Informação e Comunicação	Computação e Tecnologias da Informação e Comunicação (TIC)	450	24	Educação Presencial	20	Votuporanga	SP	SUDESTE	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	Direito e Processo Administrativo	Negócios, administração e direito	360	23	Educação Presencial	50	Palmas	TO	NORTE	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC	Ensino de Ciências - anos finais do Ensino Fundamental: Ciência é Dez	Educação	480	22	Educação a Distância	240	Santo André	SP	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS	Gestão Pública em EAD	Negócios, administração e direito	500	18	Educação a Distância	50	Manaus	AM	NORTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE SANTA CRUZ	METODOLOGIA EM EDUCAÇÃO FÍSICA E ESPORTE	Saúde e bem-estar	360	12	Educação Presencial	45	Ilhéus	BA	NORDESTE	Ativo	Pública Estadual
FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC	Inovação na Educação Mediada Por Tecnologias	Educação	370	24	Educação a Distância	250	Santo André	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE LONDRINA	Ensino de Língua Portuguesa e Tecnologia Educacional Digital	Educação	360	18	Educação a Distância	180	Pato Branco	PR	SUL	Ativo	Pública Estadual
INSTITUTO MILITAR DE ENGENHARIA	Proteção de Sistemas Elétricos	Engenharia, produção e construção	480	11	Educação Presencial	40	Rio de Janeiro	RJ	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO	EDUCAÇÃO: METODOLOGIAS E PRÁTICAS PARA O ENSINO FUNDAMENTAL	Educação	420	18	Educação a Distância	120	Nova Venécia	ES	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	MBA EXECUTIVO EM GESTÃO AMBIENTAL	Negócios, administração e direito	360	18	Educação a Distância	60	Recife	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	POLÍTICAS SOCIAIS	Ciências sociais, comunicação e informação	420	16	Educação a Distância	60	Recife	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL FLUMINENSE	RESIDÊNCIA JURÍDICA EM RESOLUÇÃO DE CONFLITOS	Negócios, administração e direito	720	24	Educação Presencial	15	Campos dos Goytacazes	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI	Didática, Prática de Ensino e Tecnologias Educacionais	Educação	360	17	Educação a Distância	640	Diamantina	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DA PARAÍBA	Gestão Pública Municipal	Negócios, administração e direito	360	16	Educação a Distância	240	Campina Grande	PB	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE	Nutrição Oncológica	Saúde e bem-estar	465	18	Educação Presencial	40	Natal	RN	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL	Gestão do Sistema Único de Assistência Social	Saúde e bem-estar	375	18	Educação Presencial	200	Campo Grande	MS	CENTRO-OESTE	Ativo	Pública Estadual
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA	Metodologia do Ensino na Educação Profissional, Científica.	Educação	540	18	Educação Presencial	30	Porto Velho	RO	NORTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO	DOCÊNCIA PARA A EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA	Educação	480	12	Educação a Distância	200	Uberaba	MG	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE	AGROECOLOGIA COM ENFASE EM AGROFLORESTA	Agricultura, silvicultura, pesca e veterinária	420	12	Educação a Distância	25	Concórdia	SC	SUL	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE	MODA	Artes e humanidades	360	12	Educação Presencial	30	Ibirama	SC	SUL	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	Turismo Sustentável	Ciências sociais, comunicação e informação	520	18	Educação Presencial	20	Fortaleza	CE	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	Energias Renováveis	Engenharia, produção e construção	400	18	Educação Presencial	20	Limoeiro do Norte	CE	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	Análise Ambiental	Ciências naturais, matemática e estatística	400	24	Educação Presencial	15	Camocim	CE	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	Ensino de Línguas Estrangeiras	Educação	400	18	Educação Presencial	15	Fortaleza	CE	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ	AGROEXTRATIVISMO PESQUEIRO E DESENVOLVIMENTO RURAL	Agricultura, silvicultura, pesca e veterinária	450	18	Educação Presencial	40	Vigia	PA	NORTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA	Automação Industrial	Engenharia, produção e construção	420	18	Educação Presencial	20	Lages	SC	SUL	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	Desenvolvimento de Sistemas para Internet e Dispositivos Móveis	Computação e Tecnologias da Informação e Comunicação (TIC)	360	18	Educação Presencial	30	Barretos	SP	SUDESTE	Ativo	Pública Federal
Universidade Estadual do Paraná	Computação Forense e Tecnologia Aplicada às Ciências Forenses	Computação e Tecnologias da Informação e Comunicação (TIC)	720	24	Educação Presencial	36	Paranaguá	PR	SUL	Ativo	Pública Estadual
FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO	Saúde Ambiental e Saneamento para Comunidades Rurais	Saúde e bem-estar	420	18	Educação a Distância	300	Petrolina	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ	Gestão Estratégica no Setor Público	Negócios, administração e direito	420	24	Educação Presencial	30	Rondon do Pará	PA	NORTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	URGÊNCIA E EMERGÊNCIA EM ENFERMAGEM	Saúde e bem-estar	360	19	Educação Presencial	55	Natal	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	alfabetização + neurociências: interfaces na educação integral	Educação	380	15	Educação Presencial	140	Caicó	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	alfabetização + neurociências: interfaces na educação integral	Educação	380	15	Educação Presencial	140	Caicó	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	CONSCIÊNCIA CORPORAL, SAÚDE E QUALIDADE DE VIDA	Saúde e bem-estar	360	18	Educação Presencial	120	Natal	RN	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RESIDÊNCIA PROFISSIONAL AGRÍCOLA - VIVÊNCIA E ESTÁGIOS NA REALIDADE DE SISTEMAS PRODUTIVOS BOVINOS NO SEMIÁRIDO PARAIBANO	Agricultura, silvicultura, pesca e veterinária	330	11	Educação Presencial	6	Recife	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	Ciência de Dados	Computação e Tecnologias da Informação e Comunicação (TIC)	555	24	Educação a Distância	30	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CIÊNCIA POLÍTICA	Ciências sociais, comunicação e informação	360	18	Educação Presencial	40	Porto Alegre	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	Escola da Terra: Educação de Comunidade do Campo, Quilombola e Indígena	Educação	360	13	Educação Presencial	60	Porto Alegre	RS	SUL	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO	Ensino de Física e Matemática	Educação	360	18	Educação Presencial	30	Pesqueira	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI	Especialização em Ensino de Ciências  Anos finais do Ensino Fundamental Ciência é Dez!	Ciências naturais, matemática e estatística	360	18	Educação a Distância	70	Teófilo Otoni	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DO ESTADO DO PARÁ	Pesquisa em Música	Educação	445	24	Educação Presencial	30	Belém	PA	NORTE	Ativo	Pública Estadual
UNIVERSIDADE DO ESTADO DO PARÁ	Teorias e Métodos na Educação Básica	Educação	420	24	Educação Presencial	40	Moju	PA	NORTE	Ativo	Pública Estadual
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA	Educação, Trabalho e Formação Docente	Educação	480	18	Educação a Distância	50	Florianópolis	SC	SUL	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA	Gestão Comercial e Vendas	Negócios, administração e direito	390	18	Educação a Distância	50	Gaspar	SC	SUL	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA	Gestão Escolar	Educação	390	18	Educação a Distância	50	Gaspar	SC	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DA PARAÍBA	CURSO DE ESPECIALIZAÇÃO EM GESTÃO E INOVAÇÃO DE BENS E SERVIÇOS  (CEGIBS)	Negócios, administração e direito	360	18	Educação a Distância	30	Bananeiras	PB	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA	Gestão de Serviços de Saúde	Saúde e bem-estar	420	18	Educação a Distância	25	Florianópolis	SC	SUL	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA	Fisioterapia em Neonatologia e Pediatria	Saúde e bem-estar	360	24	Educação Presencial	30	Uruguaiana	RS	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO PARANÁ	Medicina Veterinária do Coletivo	Agricultura, silvicultura, pesca e veterinária	500	24	Educação a Distância	67	Curitiba	PR	SUL	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	Inovação e Gestão Estratégica na Contabilidade	Negócios, administração e direito	390	18	Educação a Distância	55	Porto Alegre	RS	SUL	Ativo	Pública Federal
